"tanggal","year","stasiun","pm10","so2","co","o3","no2","max","critical","categori","sum_partikulat"
"2016-04-05","2016","DKI1 (Bunderan HI)",42,27,28,21,2,42,"PM10","BAIK",120
"2016-04-06","2016","DKI1 (Bunderan HI)",46,27,28,22,3,46,"PM10","BAIK",126
"2016-04-07","2016","DKI1 (Bunderan HI)",54,27,28,16,3,54,"PM10","SEDANG",128
"2016-04-08","2016","DKI1 (Bunderan HI)",60,27,26,16,2,60,"PM10","SEDANG",131
"2016-04-09","2016","DKI1 (Bunderan HI)",53,26,24,28,3,53,"PM10","SEDANG",134
"2016-04-10","2016","DKI1 (Bunderan HI)",52,26,25,23,2,52,"PM10","SEDANG",128
"2016-04-11","2016","DKI1 (Bunderan HI)",58,27,28,19,3,58,"PM10","SEDANG",135
"2016-04-12","2016","DKI1 (Bunderan HI)",63,27,32,14,2,63,"PM10","SEDANG",138
"2016-04-13","2016","DKI1 (Bunderan HI)",51,26,25,14,2,51,"PM10","SEDANG",118
"2016-04-14","2016","DKI1 (Bunderan HI)",62,27,29,14,3,62,"PM10","SEDANG",135
"2016-04-15","2016","DKI1 (Bunderan HI)",63,27,40,18,3,63,"PM10","SEDANG",151
"2016-04-16","2016","DKI1 (Bunderan HI)",59,27,33,19,2,59,"PM10","SEDANG",140
"2016-04-17","2016","DKI1 (Bunderan HI)",43,27,23,18,2,43,"PM10","BAIK",113
"2016-04-18","2016","DKI1 (Bunderan HI)",34,27,33,23,3,34,"PM10","BAIK",120
"2016-04-19","2016","DKI1 (Bunderan HI)",43,27,29,17,3,43,"PM10","BAIK",119
"2016-04-20","2016","DKI1 (Bunderan HI)",37,27,26,15,3,37,"PM10","BAIK",108
"2016-04-21","2016","DKI1 (Bunderan HI)",50,27,39,32,4,50,"PM10","BAIK",152
"2016-04-22","2016","DKI1 (Bunderan HI)",45,28,30,15,2,45,"PM10","BAIK",120
"2016-04-23","2016","DKI1 (Bunderan HI)",55,30,28,16,1,55,"PM10","SEDANG",130
"2016-04-24","2016","DKI1 (Bunderan HI)",48,28,23,16,1,48,"PM10","BAIK",116
"2016-04-25","2016","DKI1 (Bunderan HI)",57,29,27,17,2,57,"PM10","SEDANG",132
"2016-04-26","2016","DKI1 (Bunderan HI)",71,29,30,13,3,71,"PM10","SEDANG",146
"2016-04-27","2016","DKI1 (Bunderan HI)",55,30,30,22,3,55,"PM10","SEDANG",140
"2016-04-28","2016","DKI1 (Bunderan HI)",55,30,28,27,3,55,"PM10","SEDANG",143
"2016-04-29","2016","DKI1 (Bunderan HI)",44,30,27,21,2,44,"PM10","BAIK",124
"2016-04-30","2016","DKI1 (Bunderan HI)",63,31,36,13,3,63,"PM10","SEDANG",146
"2016-05-01","2016","DKI1 (Bunderan HI)",53,29,32,14,7,53,"PM10","SEDANG",135
"2016-05-02","2016","DKI1 (Bunderan HI)",47,29,29,17,3,47,"PM10","BAIK",125
"2016-05-03","2016","DKI1 (Bunderan HI)",57,29,29,14,1,57,"PM10","SEDANG",130
"2016-05-04","2016","DKI1 (Bunderan HI)",52,30,27,12,1,52,"PM10","SEDANG",122
"2016-05-05","2016","DKI1 (Bunderan HI)",51,28,28,10,1,51,"PM10","SEDANG",118
"2016-05-06","2016","DKI1 (Bunderan HI)",81,29,46,26,5,81,"PM10","SEDANG",187
"2016-05-07","2016","DKI1 (Bunderan HI)",59,28,28,21,3,59,"PM10","SEDANG",139
"2016-05-08","2016","DKI1 (Bunderan HI)",66,28,34,31,3,66,"PM10","SEDANG",162
"2016-05-09","2016","DKI1 (Bunderan HI)",64,29,33,27,5,64,"PM10","SEDANG",158
"2016-05-10","2016","DKI1 (Bunderan HI)",58,29,30,22,4,58,"PM10","SEDANG",143
"2016-05-11","2016","DKI1 (Bunderan HI)",56,30,27,14,2,56,"PM10","SEDANG",129
"2016-05-12","2016","DKI1 (Bunderan HI)",60,30,29,25,5,60,"PM10","SEDANG",149
"2016-05-13","2016","DKI1 (Bunderan HI)",52,29,29,19,3,52,"PM10","SEDANG",132
"2016-05-14","2016","DKI1 (Bunderan HI)",55,28,28,23,3,55,"PM10","SEDANG",137
"2016-05-15","2016","DKI1 (Bunderan HI)",54,30,26,16,2,54,"PM10","SEDANG",128
"2016-05-16","2016","DKI1 (Bunderan HI)",32,29,31,15,4,32,"PM10","BAIK",111
"2016-05-17","2016","DKI1 (Bunderan HI)",77,29,33,21,5,77,"PM10","SEDANG",165
"2016-05-18","2016","DKI1 (Bunderan HI)",76,30,41,15,3,76,"PM10","SEDANG",165
"2016-05-19","2016","DKI1 (Bunderan HI)",58,29,31,22,4,58,"PM10","SEDANG",144
"2016-05-20","2016","DKI1 (Bunderan HI)",61,29,30,24,6,61,"PM10","SEDANG",150
"2016-05-21","2016","DKI1 (Bunderan HI)",38,28,29,21,5,38,"PM10","BAIK",121
"2016-05-22","2016","DKI1 (Bunderan HI)",61,28,29,29,3,61,"PM10","SEDANG",150
"2016-05-23","2016","DKI1 (Bunderan HI)",53,28,27,29,4,53,"PM10","SEDANG",141
"2016-05-24","2016","DKI1 (Bunderan HI)",64,28,34,27,4,64,"PM10","SEDANG",157
"2016-05-25","2016","DKI1 (Bunderan HI)",45,28,32,12,3,45,"PM10","BAIK",120
"2016-05-26","2016","DKI1 (Bunderan HI)",61,29,34,13,4,61,"PM10","SEDANG",141
"2016-05-27","2016","DKI1 (Bunderan HI)",84,29,40,17,14,84,"PM10","SEDANG",184
"2016-05-28","2016","DKI1 (Bunderan HI)",90,29,41,21,3,90,"PM10","SEDANG",184
"2016-05-29","2016","DKI1 (Bunderan HI)",44,28,27,14,2,44,"PM10","BAIK",115
"2016-05-30","2016","DKI1 (Bunderan HI)",65,29,35,18,4,65,"PM10","SEDANG",151
"2016-05-31","2016","DKI1 (Bunderan HI)",65,29,31,31,4,65,"PM10","SEDANG",160
"2016-06-01","2016","DKI1 (Bunderan HI)",71,28,32,34,4,71,"PM10","SEDANG",169
"2016-06-02","2016","DKI1 (Bunderan HI)",55,27,30,20,2,55,"PM10","SEDANG",134
"2016-06-03","2016","DKI1 (Bunderan HI)",41,28,27,35,4,41,"PM10","BAIK",135
"2016-06-04","2016","DKI1 (Bunderan HI)",75,28,34,35,5,75,"PM10","SEDANG",177
"2016-06-05","2016","DKI1 (Bunderan HI)",78,28,41,24,3,78,"PM10","SEDANG",174
"2016-06-06","2016","DKI1 (Bunderan HI)",84,28,36,35,4,84,"PM10","SEDANG",187
"2016-06-07","2016","DKI1 (Bunderan HI)",72,28,39,19,4,72,"PM10","SEDANG",162
"2016-06-08","2016","DKI1 (Bunderan HI)",35,29,27,22,4,35,"PM10","BAIK",117
"2016-06-09","2016","DKI1 (Bunderan HI)",52,28,25,16,3,52,"PM10","SEDANG",124
"2016-06-10","2016","DKI1 (Bunderan HI)",71,27,45,14,5,71,"PM10","SEDANG",162
"2016-06-11","2016","DKI1 (Bunderan HI)",59,28,32,17,2,59,"PM10","SEDANG",138
"2016-06-12","2016","DKI1 (Bunderan HI)",67,28,30,36,3,67,"PM10","SEDANG",164
"2016-06-13","2016","DKI1 (Bunderan HI)",64,28,30,23,5,64,"PM10","SEDANG",150
"2016-06-14","2016","DKI1 (Bunderan HI)",62,29,29,33,4,62,"PM10","SEDANG",157
"2016-06-15","2016","DKI1 (Bunderan HI)",66,29,32,20,3,66,"PM10","SEDANG",150
"2016-06-16","2016","DKI1 (Bunderan HI)",60,31,29,20,2,60,"PM10","SEDANG",142
"2016-06-17","2016","DKI1 (Bunderan HI)",54,29,27,18,2,54,"PM10","SEDANG",130
"2016-06-18","2016","DKI1 (Bunderan HI)",37,29,33,16,2,37,"PM10","BAIK",117
"2016-06-19","2016","DKI1 (Bunderan HI)",62,29,36,29,4,62,"PM10","SEDANG",160
"2016-06-20","2016","DKI1 (Bunderan HI)",69,30,36,25,4,69,"PM10","SEDANG",164
"2016-06-21","2016","DKI1 (Bunderan HI)",54,30,33,53,6,53,"O3","SEDANG",176
"2016-06-22","2016","DKI1 (Bunderan HI)",55,28,31,29,4,55,"PM10","SEDANG",147
"2016-06-23","2016","DKI1 (Bunderan HI)",53,28,26,26,14,53,"PM10","SEDANG",147
"2016-06-24","2016","DKI1 (Bunderan HI)",54,17,24,46,14,0,"TIDAK ADA DATA","TIDAK ADA DATA",155
"2016-06-25","2016","DKI1 (Bunderan HI)",59,29,41,31,4,59,"PM10","SEDANG",164
"2016-06-26","2016","DKI1 (Bunderan HI)",83,29,32,25,3,83,"PM10","SEDANG",172
"2016-06-27","2016","DKI1 (Bunderan HI)",62,29,32,22,4,62,"PM10","SEDANG",149
"2016-06-28","2016","DKI1 (Bunderan HI)",68,30,28,17,4,68,"PM10","SEDANG",147
"2016-06-29","2016","DKI1 (Bunderan HI)",63,30,30,31,4,63,"PM10","SEDANG",158
"2016-06-30","2016","DKI1 (Bunderan HI)",58,28,30,21,5,58,"PM10","SEDANG",142
"2016-07-01","2016","DKI1 (Bunderan HI)",52,29,39,36,4,52,"PM10","SEDANG",160
"2016-07-02","2016","DKI1 (Bunderan HI)",73,29,32,32,4,73,"PM10","SEDANG",170
"2016-07-03","2016","DKI1 (Bunderan HI)",51,28,26,21,2,51,"PM10","SEDANG",128
"2016-07-04","2016","DKI1 (Bunderan HI)",44,28,25,23,2,44,"PM10","BAIK",122
"2016-07-05","2016","DKI1 (Bunderan HI)",53,28,22,25,2,53,"PM10","SEDANG",130
"2016-07-06","2016","DKI1 (Bunderan HI)",50,28,37,24,3,50,"PM10","BAIK",142
"2016-07-07","2016","DKI1 (Bunderan HI)",39,28,18,26,1,39,"PM10","BAIK",112
"2016-07-08","2016","DKI1 (Bunderan HI)",39,28,17,24,2,39,"PM10","BAIK",110
"2016-07-09","2016","DKI1 (Bunderan HI)",54,29,20,34,2,54,"PM10","SEDANG",139
"2016-07-10","2016","DKI1 (Bunderan HI)",59,29,20,27,2,59,"PM10","SEDANG",137
"2016-07-11","2016","DKI1 (Bunderan HI)",59,29,26,26,2,59,"PM10","SEDANG",142
"2016-07-12","2016","DKI1 (Bunderan HI)",35,28,23,28,2,35,"PM10","BAIK",116
"2016-07-13","2016","DKI1 (Bunderan HI)",63,29,32,27,4,63,"PM10","SEDANG",155
"2016-07-14","2016","DKI1 (Bunderan HI)",63,31,35,18,4,63,"PM10","SEDANG",151
"2016-07-15","2016","DKI1 (Bunderan HI)",49,32,26,12,1,49,"PM10","BAIK",120
"2016-07-16","2016","DKI1 (Bunderan HI)",51,28,24,22,2,51,"PM10","SEDANG",127
"2016-07-17","2016","DKI1 (Bunderan HI)",65,28,39,23,2,65,"PM10","SEDANG",157
"2016-07-18","2016","DKI1 (Bunderan HI)",53,28,34,25,3,53,"PM10","SEDANG",143
"2016-07-19","2016","DKI1 (Bunderan HI)",63,28,31,24,5,63,"PM10","SEDANG",151
"2016-07-20","2016","DKI1 (Bunderan HI)",51,28,30,22,3,51,"PM10","SEDANG",134
"2016-07-21","2016","DKI1 (Bunderan HI)",58,29,29,31,4,58,"PM10","SEDANG",151
"2016-07-22","2016","DKI1 (Bunderan HI)",58,29,29,19,3,58,"PM10","SEDANG",138
"2016-07-23","2016","DKI1 (Bunderan HI)",80,29,32,25,3,80,"PM10","SEDANG",169
"2016-07-24","2016","DKI1 (Bunderan HI)",69,29,32,29,3,69,"PM10","SEDANG",162
"2016-07-25","2016","DKI1 (Bunderan HI)",39,28,22,28,4,39,"PM10","BAIK",121
"2016-07-26","2016","DKI1 (Bunderan HI)",64,29,30,42,4,64,"PM10","SEDANG",169
"2016-07-27","2016","DKI1 (Bunderan HI)",57,30,27,27,5,57,"PM10","SEDANG",146
"2016-07-28","2016","DKI1 (Bunderan HI)",59,30,26,18,3,59,"PM10","SEDANG",136
"2016-07-29","2016","DKI1 (Bunderan HI)",58,30,26,31,3,58,"PM10","SEDANG",148
"2016-07-30","2016","DKI1 (Bunderan HI)",56,29,30,32,4,56,"PM10","SEDANG",151
"2016-07-31","2016","DKI1 (Bunderan HI)",54,30,23,27,3,54,"PM10","SEDANG",137
"2016-08-01","2016","DKI1 (Bunderan HI)",53,29,27,21,4,53,"PM10","SEDANG",134
"2016-08-02","2016","DKI1 (Bunderan HI)",44,30,27,28,4,44,"PM10","BAIK",133
"2016-08-03","2016","DKI1 (Bunderan HI)",54,30,26,47,5,54,"PM10","SEDANG",162
"2016-08-04","2016","DKI1 (Bunderan HI)",38,30,29,40,4,40,"O3","BAIK",141
"2016-08-05","2016","DKI1 (Bunderan HI)",70,30,30,24,4,70,"PM10","SEDANG",158
"2016-08-06","2016","DKI1 (Bunderan HI)",58,30,27,25,4,58,"PM10","SEDANG",144
"2016-08-07","2016","DKI1 (Bunderan HI)",46,30,21,36,3,46,"PM10","BAIK",136
"2016-08-08","2016","DKI1 (Bunderan HI)",42,29,27,26,2,42,"PM10","BAIK",126
"2016-08-09","2016","DKI1 (Bunderan HI)",57,28,29,22,2,57,"PM10","SEDANG",138
"2016-08-10","2016","DKI1 (Bunderan HI)",60,29,32,28,3,60,"PM10","SEDANG",152
"2016-08-11","2016","DKI1 (Bunderan HI)",59,28,29,24,3,59,"PM10","SEDANG",143
"2016-08-12","2016","DKI1 (Bunderan HI)",61,29,29,29,4,61,"PM10","SEDANG",152
"2016-08-13","2016","DKI1 (Bunderan HI)",60,29,27,19,3,60,"PM10","SEDANG",138
"2016-08-14","2016","DKI1 (Bunderan HI)",51,29,22,23,4,51,"PM10","SEDANG",129
"2016-08-15","2016","DKI1 (Bunderan HI)",50,28,34,38,4,50,"PM10","BAIK",154
"2016-08-16","2016","DKI1 (Bunderan HI)",62,30,33,30,3,62,"PM10","SEDANG",158
"2016-08-17","2016","DKI1 (Bunderan HI)",65,31,30,24,2,65,"PM10","SEDANG",152
"2016-08-18","2016","DKI1 (Bunderan HI)",52,29,28,25,3,52,"PM10","SEDANG",137
"2016-08-19","2016","DKI1 (Bunderan HI)",57,30,27,29,5,57,"PM10","SEDANG",148
"2016-08-20","2016","DKI1 (Bunderan HI)",42,29,26,25,4,42,"PM10","BAIK",126
"2016-08-21","2016","DKI1 (Bunderan HI)",53,30,22,30,3,53,"PM10","SEDANG",138
"2016-08-22","2016","DKI1 (Bunderan HI)",51,31,25,29,4,51,"PM10","SEDANG",140
"2016-08-23","2016","DKI1 (Bunderan HI)",45,30,24,31,4,45,"PM10","BAIK",134
"2016-08-24","2016","DKI1 (Bunderan HI)",40,29,26,34,3,40,"PM10","BAIK",132
"2016-08-25","2016","DKI1 (Bunderan HI)",55,30,27,40,5,55,"PM10","SEDANG",157
"2016-08-26","2016","DKI1 (Bunderan HI)",62,31,28,27,4,62,"PM10","SEDANG",152
"2016-08-27","2016","DKI1 (Bunderan HI)",60,31,31,21,4,60,"PM10","SEDANG",147
"2016-08-28","2016","DKI1 (Bunderan HI)",58,29,30,19,3,58,"PM10","SEDANG",139
"2016-08-29","2016","DKI1 (Bunderan HI)",59,29,34,20,4,59,"PM10","SEDANG",146
"2016-08-30","2016","DKI1 (Bunderan HI)",70,30,34,24,4,70,"PM10","SEDANG",162
"2016-08-31","2016","DKI1 (Bunderan HI)",70,29,39,21,4,70,"PM10","SEDANG",163
"2016-09-01","2016","DKI1 (Bunderan HI)",54,30,33,28,4,33,"CO","BAIK",149
"2016-09-02","2016","DKI1 (Bunderan HI)",66,29,32,38,5,66,"PM10","SEDANG",170
"2016-09-03","2016","DKI1 (Bunderan HI)",54,29,43,27,4,43,"CO","BAIK",157
"2016-09-04","2016","DKI1 (Bunderan HI)",54,29,27,23,3,29,"SO2","BAIK",136
"2016-09-05","2016","DKI1 (Bunderan HI)",54,29,26,15,3,29,"SO2","BAIK",127
"2016-09-06","2016","DKI1 (Bunderan HI)",54,30,30,19,3,30,"SO2","BAIK",136
"2016-09-07","2016","DKI1 (Bunderan HI)",55,29,27,20,3,55,"PM10","SEDANG",134
"2016-09-08","2016","DKI1 (Bunderan HI)",60,30,26,33,5,60,"PM10","SEDANG",154
"2016-09-09","2016","DKI1 (Bunderan HI)",79,30,32,30,4,79,"PM10","SEDANG",175
"2016-09-10","2016","DKI1 (Bunderan HI)",69,31,33,28,3,69,"PM10","SEDANG",164
"2016-09-11","2016","DKI1 (Bunderan HI)",57,30,24,35,2,57,"PM10","SEDANG",148
"2016-09-12","2016","DKI1 (Bunderan HI)",49,30,20,34,3,49,"PM10","BAIK",136
"2016-09-13","2016","DKI1 (Bunderan HI)",59,31,22,39,3,59,"PM10","SEDANG",154
"2016-09-14","2016","DKI1 (Bunderan HI)",53,31,23,26,4,53,"PM10","SEDANG",137
"2016-09-15","2016","DKI1 (Bunderan HI)",41,29,23,43,4,43,"O3","BAIK",140
"2016-09-16","2016","DKI1 (Bunderan HI)",79,30,41,39,4,79,"PM10","SEDANG",193
"2016-09-17","2016","DKI1 (Bunderan HI)",59,30,25,21,2,59,"PM10","SEDANG",137
"2016-09-18","2016","DKI1 (Bunderan HI)",54,30,23,33,2,33,"O3","BAIK",142
"2016-09-19","2016","DKI1 (Bunderan HI)",59,29,32,46,3,59,"PM10","SEDANG",169
"2016-09-20","2016","DKI1 (Bunderan HI)",66,29,43,20,4,66,"PM10","SEDANG",162
"2016-09-21","2016","DKI1 (Bunderan HI)",33,29,22,19,2,33,"PM10","BAIK",105
"2016-09-22","2016","DKI1 (Bunderan HI)",48,29,25,19,2,48,"PM10","BAIK",123
"2016-09-23","2016","DKI1 (Bunderan HI)",45,30,23,18,3,45,"PM10","BAIK",119
"2016-09-24","2016","DKI1 (Bunderan HI)",52,30,31,19,2,52,"PM10","SEDANG",134
"2016-09-25","2016","DKI1 (Bunderan HI)",55,30,36,19,2,55,"PM10","SEDANG",142
"2016-09-26","2016","DKI1 (Bunderan HI)",31,29,19,19,2,31,"PM10","BAIK",100
"2016-09-27","2016","DKI1 (Bunderan HI)",62,30,30,24,4,62,"PM10","SEDANG",150
"2016-09-28","2016","DKI1 (Bunderan HI)",58,31,29,19,4,58,"PM10","SEDANG",141
"2016-09-29","2016","DKI1 (Bunderan HI)",24,30,24,23,6,30,"SO2","BAIK",107
"2016-09-30","2016","DKI1 (Bunderan HI)",52,30,25,18,3,52,"PM10","SEDANG",128
"2016-10-01","2016","DKI1 (Bunderan HI)",55,30,26,25,3,55,"PM10","SEDANG",139
"2016-10-02","2016","DKI1 (Bunderan HI)",30,30,18,12,2,30,"PM10","BAIK",92
"2016-10-03","2016","DKI1 (Bunderan HI)",37,30,26,40,6,40,"O3","BAIK",139
"2016-10-04","2016","DKI1 (Bunderan HI)",66,30,38,36,7,66,"PM10","SEDANG",177
"2016-10-05","2016","DKI1 (Bunderan HI)",65,30,36,37,4,65,"PM10","SEDANG",172
"2016-10-06","2016","DKI1 (Bunderan HI)",52,30,31,26,5,52,"PM10","SEDANG",144
"2016-10-07","2016","DKI1 (Bunderan HI)",61,30,25,41,5,61,"PM10","SEDANG",162
"2016-10-08","2016","DKI1 (Bunderan HI)",49,30,25,21,3,49,"PM10","BAIK",128
"2016-10-09","2016","DKI1 (Bunderan HI)",52,30,28,26,3,52,"PM10","SEDANG",139
"2016-10-10","2016","DKI1 (Bunderan HI)",54,30,31,20,4,54,"PM10","SEDANG",139
"2016-10-11","2016","DKI1 (Bunderan HI)",63,30,34,20,4,63,"PM10","SEDANG",151
"2016-10-12","2016","DKI1 (Bunderan HI)",71,30,37,16,4,71,"PM10","SEDANG",158
"2016-10-13","2016","DKI1 (Bunderan HI)",67,30,34,21,3,67,"PM10","SEDANG",155
"2016-10-14","2016","DKI1 (Bunderan HI)",56,30,39,14,3,56,"PM10","SEDANG",142
"2016-10-15","2016","DKI1 (Bunderan HI)",35,30,20,28,3,35,"PM10","BAIK",116
"2016-10-16","2016","DKI1 (Bunderan HI)",52,30,28,21,3,52,"PM10","SEDANG",134
"2016-10-17","2016","DKI1 (Bunderan HI)",51,31,21,44,4,51,"PM10","SEDANG",151
"2016-10-18","2016","DKI1 (Bunderan HI)",54,31,24,34,5,54,"PM10","SEDANG",148
"2016-10-19","2016","DKI1 (Bunderan HI)",49,31,23,25,4,49,"PM10","BAIK",132
"2016-10-20","2016","DKI1 (Bunderan HI)",58,31,24,29,4,58,"PM10","SEDANG",146
"2016-10-21","2016","DKI1 (Bunderan HI)",65,31,28,35,5,65,"PM10","SEDANG",164
"2016-10-22","2016","DKI1 (Bunderan HI)",87,30,39,25,5,87,"PM10","SEDANG",186
"2016-10-23","2016","DKI1 (Bunderan HI)",34,30,22,17,2,34,"PM10","BAIK",105
"2016-10-24","2016","DKI1 (Bunderan HI)",54,31,34,35,4,54,"PM10","SEDANG",158
"2016-10-25","2016","DKI1 (Bunderan HI)",61,30,41,20,5,61,"PM10","SEDANG",157
"2016-10-26","2016","DKI1 (Bunderan HI)",49,30,27,13,2,49,"PM10","BAIK",121
"2016-10-27","2016","DKI1 (Bunderan HI)",55,31,26,20,3,55,"PM10","SEDANG",135
"2016-10-28","2016","DKI1 (Bunderan HI)",59,31,28,19,4,59,"PM10","SEDANG",141
"2016-10-29","2016","DKI1 (Bunderan HI)",55,30,33,18,3,55,"PM10","SEDANG",139
"2016-10-30","2016","DKI1 (Bunderan HI)",53,31,28,31,3,53,"PM10","SEDANG",146
"2016-10-31","2016","DKI1 (Bunderan HI)",44,31,23,32,4,44,"PM10","BAIK",134
"2016-11-01","2016","DKI1 (Bunderan HI)",45,30,25,20,3,45,"PM10","BAIK",123
"2016-11-02","2016","DKI1 (Bunderan HI)",41,30,22,16,2,41,"PM10","BAIK",111
"2016-11-03","2016","DKI1 (Bunderan HI)",40,31,22,16,3,40,"PM10","BAIK",112
"2016-11-04","2016","DKI1 (Bunderan HI)",60,32,27,44,5,60,"PM10","SEDANG",168
"2016-11-05","2016","DKI1 (Bunderan HI)",68,32,27,50,5,68,"PM10","SEDANG",182
"2016-11-06","2016","DKI1 (Bunderan HI)",104,32,42,46,5,104,"PM10","TIDAK SEHAT",229
"2016-11-07","2016","DKI1 (Bunderan HI)",61,31,31,55,5,61,"PM10","SEDANG",183
"2016-11-08","2016","DKI1 (Bunderan HI)",65,31,27,27,4,65,"PM10","SEDANG",154
"2016-11-09","2016","DKI1 (Bunderan HI)",55,31,26,58,4,58,"O3","SEDANG",174
"2016-11-10","2016","DKI1 (Bunderan HI)",59,33,24,31,4,59,"PM10","SEDANG",151
"2016-11-11","2016","DKI1 (Bunderan HI)",62,31,31,47,5,62,"PM10","SEDANG",176
"2016-11-12","2016","DKI1 (Bunderan HI)",54,31,34,48,3,54,"PM10","SEDANG",170
"2016-11-13","2016","DKI1 (Bunderan HI)",44,30,23,27,2,44,"PM10","BAIK",126
"2016-11-14","2016","DKI1 (Bunderan HI)",55,31,27,31,3,55,"PM10","SEDANG",147
"2016-11-15","2016","DKI1 (Bunderan HI)",41,31,30,21,5,41,"PM10","BAIK",128
"2016-11-16","2016","DKI1 (Bunderan HI)",54,31,32,26,3,54,"PM10","SEDANG",146
"2016-11-17","2016","DKI1 (Bunderan HI)",56,32,26,27,4,56,"PM10","SEDANG",145
"2016-11-18","2016","DKI1 (Bunderan HI)",59,32,29,22,3,59,"PM10","SEDANG",145
"2016-11-19","2016","DKI1 (Bunderan HI)",59,32,30,36,5,59,"PM10","SEDANG",162
"2016-11-20","2016","DKI1 (Bunderan HI)",53,32,29,24,3,53,"PM10","SEDANG",141
"2016-11-21","2016","DKI1 (Bunderan HI)",53,31,28,25,4,53,"PM10","SEDANG",141
"2016-11-22","2016","DKI1 (Bunderan HI)",61,32,28,58,6,61,"PM10","SEDANG",185
"2016-11-23","2016","DKI1 (Bunderan HI)",57,31,27,60,5,60,"O3","SEDANG",180
"2016-11-24","2016","DKI1 (Bunderan HI)",63,32,32,21,4,63,"PM10","SEDANG",152
"2016-11-25","2016","DKI1 (Bunderan HI)",29,32,21,10,2,32,"SO2","BAIK",94
"2016-11-26","2016","DKI1 (Bunderan HI)",67,34,26,23,4,67,"PM10","SEDANG",154
"2016-11-27","2016","DKI1 (Bunderan HI)",77,32,39,29,4,77,"PM10","SEDANG",181
"2016-11-28","2016","DKI1 (Bunderan HI)",65,31,31,22,4,65,"PM10","SEDANG",153
"2016-11-29","2016","DKI1 (Bunderan HI)",37,31,27,26,4,37,"PM10","BAIK",125
"2016-11-30","2016","DKI1 (Bunderan HI)",62,32,26,14,3,62,"PM10","SEDANG",137
"2016-12-01","2016","DKI1 (Bunderan HI)",55,31,32,10,3,55,"PM10","SEDANG",131
"2016-12-02","2016","DKI1 (Bunderan HI)",28,31,17,10,1,31,"SO2","BAIK",87
"2016-12-03","2016","DKI1 (Bunderan HI)",24,31,17,10,1,31,"SO2","BAIK",83
"2016-12-04","2016","DKI1 (Bunderan HI)",38,31,17,7,1,38,"PM10","BAIK",94
"2016-12-05","2016","DKI1 (Bunderan HI)",23,31,16,11,1,31,"SO2","BAIK",82
"2016-12-06","2016","DKI1 (Bunderan HI)",28,31,19,12,1,31,"SO2","BAIK",91
"2016-12-07","2016","DKI1 (Bunderan HI)",39,31,20,16,2,39,"PM10","BAIK",108
"2016-12-08","2016","DKI1 (Bunderan HI)",58,32,24,21,3,58,"PM10","SEDANG",138
"2016-12-09","2016","DKI1 (Bunderan HI)",35,31,22,15,2,35,"PM10","BAIK",105
"2016-12-10","2016","DKI1 (Bunderan HI)",27,31,18,12,2,31,"SO2","BAIK",90
"2016-12-11","2016","DKI1 (Bunderan HI)",33,31,17,17,1,33,"PM10","BAIK",99
"2016-12-12","2016","DKI1 (Bunderan HI)",31,31,18,20,1,31,"PM10","BAIK",101
"2016-12-13","2016","DKI1 (Bunderan HI)",34,32,17,14,2,34,"PM10","BAIK",99
"2016-12-14","2016","DKI1 (Bunderan HI)",39,32,21,15,2,39,"PM10","BAIK",109
"2016-12-15","2016","DKI1 (Bunderan HI)",44,31,25,10,2,44,"PM10","BAIK",112
"2016-12-16","2016","DKI1 (Bunderan HI)",34,31,18,11,2,34,"PM10","BAIK",96
"2016-12-17","2016","DKI1 (Bunderan HI)",54,17,24,46,14,0,"TIDAK ADA DATA","TIDAK ADA DATA",155
"2016-12-18","2016","DKI1 (Bunderan HI)",54,17,24,46,14,0,"TIDAK ADA DATA","TIDAK ADA DATA",155
"2016-12-19","2016","DKI1 (Bunderan HI)",54,17,24,46,14,0,"TIDAK ADA DATA","TIDAK ADA DATA",155
"2016-12-20","2016","DKI1 (Bunderan HI)",21,31,18,14,1,31,"SO2","BAIK",85
"2016-12-21","2016","DKI1 (Bunderan HI)",20,32,15,14,1,32,"SO2","BAIK",82
"2016-12-22","2016","DKI1 (Bunderan HI)",23,32,16,12,1,32,"SO2","BAIK",84
"2016-12-23","2016","DKI1 (Bunderan HI)",19,31,16,12,1,31,"SO2","BAIK",79
"2016-12-24","2016","DKI1 (Bunderan HI)",21,31,16,13,1,31,"SO2","BAIK",82
"2016-12-25","2016","DKI1 (Bunderan HI)",17,31,15,11,1,31,"SO2","BAIK",75
"2016-12-26","2016","DKI1 (Bunderan HI)",49,32,23,23,2,49,"PM10","BAIK",129
"2016-12-27","2016","DKI1 (Bunderan HI)",23,31,18,19,3,31,"SO2","BAIK",94
"2016-12-28","2016","DKI1 (Bunderan HI)",28,32,18,10,1,32,"SO2","BAIK",89
"2016-12-29","2016","DKI1 (Bunderan HI)",20,32,19,11,1,32,"SO2","BAIK",83
"2016-12-30","2016","DKI1 (Bunderan HI)",51,32,24,12,2,51,"PM10","SEDANG",121
"2016-12-31","2016","DKI1 (Bunderan HI)",55,33,26,16,3,55,"PM10","SEDANG",133
"2017-01-01","2017","DKI1 (Bunderan HI)",63,34,25,21,2,63,"PM10","SEDANG",145
"2017-01-02","2017","DKI1 (Bunderan HI)",16,32,16,19,1,32,"SO2","BAIK",84
"2017-01-03","2017","DKI1 (Bunderan HI)",18,32,17,20,2,32,"SO2","BAIK",89
